total number of words in words.txt = 235886 
largest string index is 24 
in Display 
  10) Largest string is formaldehydesulphoxylate	 with string length=24 
   1) Largest string is subinflammation	 with string length=15 
   1) Largest string is subinflammatory	 with string length=15 
   1) Largest string is subintegumental	 with string length=15 
   1) Largest string is subintellection	 with string length=15 
   1) Largest string is subintelligitur	 with string length=15 
   1) Largest string is subintroduction	 with string length=15 
   1) Largest string is subintroductory	 with string length=15 
   1) Largest string is sublapsarianism	 with string length=15 
   1) Largest string is subordinateness	 with string length=15 
   1) Largest string is subordinatingly	 with string length=15 
   1) Largest string is subperiosteally	 with string length=15 
   1) Largest string is subperitoneally	 with string length=15 
   1) Largest string is subpodophyllous	 with string length=15 
   1) Largest string is subpreceptorial	 with string length=15 
   1) Largest string is subprefectorial	 with string length=15 
   1) Largest string is subprofessional	 with string length=15 
   1) Largest string is subproportional	 with string length=15 
   1) Largest string is subquadrangular	 with string length=15 
   1) Largest string is subscriptionist	 with string length=15 
   1) Largest string is subsequentially	 with string length=15 
   1) Largest string is subservientness	 with string length=15 
   1) Largest string is subspecifically	 with string length=15 
   1) Largest string is substantialness	 with string length=15 
   1) Largest string is substantiveness	 with string length=15 
   1) Largest string is substitutionary	 with string length=15 
   1) Largest string is substratosphere	 with string length=15 
   1) Largest string is subtercelestial	 with string length=15 
   1) Largest string is subterconscious	 with string length=15 
   1) Largest string is subtercutaneous	 with string length=15 
   1) Largest string is subterraneanize	 with string length=15 
   1) Largest string is subterraneously	 with string length=15 
   1) Largest string is subtrochanteric	 with string length=15 
   1) Largest string is subturriculated	 with string length=15 
   1) Largest string is suburbanization	 with string length=15 
   1) Largest string is subverticillate	 with string length=15 
   1) Largest string is succenturiation	 with string length=15 
   1) Largest string is successlessness	 with string length=15 
   1) Largest string is suggestibleness	 with string length=15 
   1) Largest string is sulcatoareolate	 with string length=15 
   1) Largest string is sulfobismuthite	 with string length=15 
   1) Largest string is sulfoindigotate	 with string length=15 
   1) Largest string is sulforicinoleic	 with string length=15 
   1) Largest string is sulphantimonate	 with string length=15 
   1) Largest string is sulphantimonial	 with string length=15 
   1) Largest string is sulphantimonide	 with string length=15 
   1) Largest string is sulphantimonite	 with string length=15 
   1) Largest string is sulpharseniuret	 with string length=15 
   1) Largest string is sulphbismuthite	 with string length=15 
   1) Largest string is sulphhemoglobin	 with string length=15 
   1) Largest string is sulphindigotate	 with string length=15 
   1) Largest string is sulphoantimonic	 with string length=15 
   1) Largest string is sulphoarsenious	 with string length=15 
   1) Largest string is sulphocarbamide	 with string length=15 
   1) Largest string is sulphocarbimide	 with string length=15 
   1) Largest string is sulphocarbolate	 with string length=15 
   1) Largest string is sulphocarbonate	 with string length=15 
   1) Largest string is sulphogermanate	 with string length=15 
   1) Largest string is sulphoindigotic	 with string length=15 
   1) Largest string is sulphonaphthoic	 with string length=15 
   1) Largest string is sulphophosphate	 with string length=15 
   1) Largest string is sulphophosphite	 with string length=15 
   1) Largest string is sulphophthalein	 with string length=15 
   1) Largest string is sulphopropionic	 with string length=15 
   1) Largest string is sulphopurpurate	 with string length=15 
   1) Largest string is sulphosalicylic	 with string length=15 
   1) Largest string is sulphotelluride	 with string length=15 
   1) Largest string is sulphotungstate	 with string length=15 
   1) Largest string is sulphowolframic	 with string length=15 
   1) Largest string is sulphureosaline	 with string length=15 
   1) Largest string is sulphureousness	 with string length=15 
   1) Largest string is superabominable	 with string length=15 
   1) Largest string is superabundantly	 with string length=15 
   1) Largest string is superaccumulate	 with string length=15 
   1) Largest string is superacidulated	 with string length=15 
   1) Largest string is superadditional	 with string length=15 
   1) Largest string is superadequately	 with string length=15 
   1) Largest string is superadmiration	 with string length=15 
   1) Largest string is superalkalinity	 with string length=15 
   1) Largest string is superambulacral	 with string length=15 
   1) Largest string is superartificial	 with string length=15 
   1) Largest string is superaspiration	 with string length=15 
   1) Largest string is superattachment	 with string length=15 
   1) Largest string is superattainable	 with string length=15 
   1) Largest string is superattraction	 with string length=15 
   1) Largest string is superattractive	 with string length=15 
   1) Largest string is superbenevolent	 with string length=15 
   1) Largest string is supercarbureted	 with string length=15 
   1) Largest string is supercentrifuge	 with string length=15 
   1) Largest string is supercerebellar	 with string length=15 
   1) Largest string is superchivalrous	 with string length=15 
   1) Largest string is superclassified	 with string length=15 
   1) Largest string is supercommentary	 with string length=15 
   1) Largest string is supercommercial	 with string length=15 
   1) Largest string is superconception	 with string length=15 
   1) Largest string is superconductive	 with string length=15 
   1) Largest string is superconformist	 with string length=15 
